registeredid,classid,studentid,paid,complete,lettergrade,numbergrade
22ea4820-e460-11e9-811f-531f624b229e,9030e304-e45f-11e9-a4b6-e33e5bc46799,b37f974f-e3e0-11e9-9d22-7bab19fff028,t,f,,
22eb8168-e460-11e9-8120-23a6916c0b47,90317f1c-e45f-11e9-a4b7-1fa5110eb314,b37fbe5e-e3e0-11e9-9d23-eb787fceccff,t,f,,
22ec1d94-e460-11e9-8121-6b528871a593,90321c4c-e45f-11e9-a4b8-67e9865a757a,b37fe564-e3e0-11e9-9d24-6fc74a3ef6b6,f,f,,
22ecb9ca-e460-11e9-8122-8fac3b0344c6,9032b878-e45f-11e9-a4b9-a31af39d4043,b3800c74-e3e0-11e9-9d25-970184a3273c,t,f,,
22ed5524-e460-11e9-8123-53928d1aa518,9033540e-e45f-11e9-a4ba-4f4a1027558b,b3803384-e3e0-11e9-9d26-fb8243a74bf4,t,f,,
22edf132-e460-11e9-8124-53d5892c24ae,9033540f-e45f-11e9-a4bb-03b826b7425e,b3805a8a-e3e0-11e9-9d27-ebef56556439,f,f,,
22ee8d86-e460-11e9-8125-c72f880def22,90335410-e45f-11e9-a4bc-9fe5c04f6eeb,b3808190-e3e0-11e9-9d28-7f4778ae69b4,t,f,,
22ef2a2a-e460-11e9-8126-177dc96a9e94,90335411-e45f-11e9-a4bd-0ff0566b56fd,b380a8aa-e3e0-11e9-9d29-675828b24090,f,f,,
22efc5f2-e460-11e9-8127-93f720b1910c,90335412-e45f-11e9-a4be-8fc529204832,b380a8ab-e3e0-11e9-9d2a-6fff48b4d4ec,t,f,,
22f06228-e460-11e9-8128-275dcccc1a64,9033f044-e45f-11e9-a4bf-973e9ac7a877,b380cfa6-e3e0-11e9-9d2b-938681805e9f,t,f,,
22f0fe5e-e460-11e9-8129-17ea65ded513,9033f045-e45f-11e9-a4c0-3baf08355101,b380f6ac-e3e0-11e9-9d2c-736b7aefa4fd,t,f,,
22f19a9e-e460-11e9-812a-6bfdb3298450,9033f046-e45f-11e9-a4c1-cb159268dbac,b3811db2-e3e0-11e9-9d2d-b3f315288d6d,t,f,,
22f23670-e460-11e9-812b-27a683e47a48,9033f047-e45f-11e9-a4c2-cb3875533a96,b38144c2-e3e0-11e9-9d2e-1ba5a74d4792,f,f,,
22f23671-e460-11e9-812c-cb983c067c23,90348c70-e45f-11e9-a4c3-9f622e3a13e0,b3816bc8-e3e0-11e9-9d2f-d71b8918a9b4,t,f,,
22f2d300-e460-11e9-812d-eb3826cf4a1e,90348c71-e45f-11e9-a4c4-c75b04772079,b38192d8-e3e0-11e9-9d30-f781540519c0,f,f,,
22f36ee6-e460-11e9-812e-dfced3560771,90348c72-e45f-11e9-a4c5-93f19c347c14,b38192d9-e3e0-11e9-9d31-27e957a23916,t,f,,
22f4a752-e460-11e9-812f-030051259d8b,90348c73-e45f-11e9-a4c6-23b2a8a54a74,b381b9e8-e3e0-11e9-9d32-0b168c2c76e4,f,f,,
22f543ba-e460-11e9-8130-b3d240d7638d,90348c74-e45f-11e9-a4c7-1f337f8dce8f,b381e0ee-e3e0-11e9-9d33-574c050729fc,f,f,,
22f5dfdc-e460-11e9-8131-b7b613a027bb,903528a6-e45f-11e9-a4c8-fbc6843beaac,b38207f4-e3e0-11e9-9d34-a35759c891fd,f,f,,
22f67bf4-e460-11e9-8132-638460c2acf0,9035c586-e45f-11e9-a4c9-135e1e8bd4ad,b3822efa-e3e0-11e9-9d35-c792142d9e19,t,f,,
22f71816-e460-11e9-8133-fb0a7bffd849,903661c6-e45f-11e9-a4ca-ab86584cafae,b382560a-e3e0-11e9-9d36-7b1d9e8882ab,t,f,,
22f85082-e460-11e9-8134-e74657d6fb4b,9036fdf2-e45f-11e9-a4cb-23358c33cb9e,b3827d10-e3e0-11e9-9d37-afc2a91225bf,t,f,,
22f85083-e460-11e9-8135-775fc4dd7fd7,90379a28-e45f-11e9-a4cc-db3ee3013f61,b3827d11-e3e0-11e9-9d38-6f21b3c100ab,f,f,,
22f8ed1c-e460-11e9-8136-a7da455de595,90379a29-e45f-11e9-a4cd-f79ea508db58,b382a420-e3e0-11e9-9d39-1f92dd3b31ce,t,f,,
22f98952-e460-11e9-8137-f7940f558843,90383668-e45f-11e9-a4ce-6b7ff108168f,b382cb26-e3e0-11e9-9d3a-033c06d88164,f,f,,
22fa257e-e460-11e9-8138-d7030b050098,9038d29e-e45f-11e9-a4cf-030e9c0ca664,b382f22c-e3e0-11e9-9d3b-df81728bd771,t,f,,
22fac182-e460-11e9-8139-efa85a5ed959,90396ed4-e45f-11e9-a4d0-9740555cd66c,b383193c-e3e0-11e9-9d3c-3fa30417fb77,t,f,,
22fb5dc2-e460-11e9-813a-5708f7b22279,90396ed5-e45f-11e9-a4d1-e3fd32b6858a,b3834042-e3e0-11e9-9d3d-6771ee757339,t,f,,
22fbf9ee-e460-11e9-813b-378bf023f08a,90396ed6-e45f-11e9-a4d2-436761b53aed,b383675c-e3e0-11e9-9d3e-933dade07201,f,f,,
22fc9746-e460-11e9-813c-470e1cf32a71,90396ed7-e45f-11e9-a4d3-67a366bc5c8c,b383675d-e3e0-11e9-9d3f-3f6c5a0a08db,t,f,,
22fd3372-e460-11e9-813d-ab6850468612,903a0a56-e45f-11e9-a4d4-a7cc2e7f0d8d,b3838e62-e3e0-11e9-9d40-afeec6b22b51,f,f,,
22fdceb8-e460-11e9-813e-f349a5198640,903a0a57-e45f-11e9-a4d5-8b2c410f7370,b383b572-e3e0-11e9-9d41-1f3f4aa57ef1,f,f,,
22fe6bd4-e460-11e9-813f-b78610fd6d8b,903a0a58-e45f-11e9-a4d6-97f2c66fba91,b383dc82-e3e0-11e9-9d42-0f901b37eea4,t,f,,
22ff072e-e460-11e9-8140-e3353fe4f2e0,903a0a59-e45f-11e9-a4d7-8fabd5d6d0d6,b384037e-e3e0-11e9-9d43-5b85744549d8,t,f,,
22ffa300-e460-11e9-8141-f7e825019e60,903a0a5a-e45f-11e9-a4d8-8724cbc471f4,b3842a84-e3e0-11e9-9d44-f733530ceed0,t,f,,
23003fae-e460-11e9-8142-bf83ede2260d,903aa68c-e45f-11e9-a4d9-f3623d0e221f,b3845248-e3e0-11e9-9d45-8ba137c29d86,f,f,,
2300dbda-e460-11e9-8143-d7f4e6ebeb8e,903aa68d-e45f-11e9-a4da-37e167b00443,b384794e-e3e0-11e9-9d46-ab03e8bb5d40,f,f,,
230178ec-e460-11e9-8144-ef75b18acc0e,903aa68e-e45f-11e9-a4db-dfcd76520c2d,b3849fb4-e3e0-11e9-9d47-439a1659bcee,f,f,,
23021522-e460-11e9-8145-d782ba820765,903b42a4-e45f-11e9-a4dc-1303cdfa4b47,b384c6b0-e3e0-11e9-9d48-93c167fb79e5,f,f,,
2302b05e-e460-11e9-8146-f391868fa842,903b42a5-e45f-11e9-a4dd-db5fd72c8032,b384c6b1-e3e0-11e9-9d49-d7890c5031a0,f,f,,
2302b05f-e460-11e9-8147-97e9f4f47ea9,903b42a6-e45f-11e9-a4de-2f757218f1bf,b384ee6a-e3e0-11e9-9d4a-0b4f92d8a438,t,f,,
2303e8de-e460-11e9-8148-3f3b2aecd0de,903b42a7-e45f-11e9-a4df-9728b4dbc6f3,b385157a-e3e0-11e9-9d4b-ef6fe33c07d4,f,f,,
230484f6-e460-11e9-8149-3b32cf9a67e8,903b42a8-e45f-11e9-a4e0-3f64f814a28c,b3853c80-e3e0-11e9-9d4c-33af87e8f5e3,t,f,,
2305210e-e460-11e9-814a-630dc1594874,903bdef8-e45f-11e9-a4e1-673de5aa435f,b3856386-e3e0-11e9-9d4d-b703eaa9d288,f,f,,
2305210f-e460-11e9-814b-477f7bfa179d,903bdef9-e45f-11e9-a4e2-cb7887e52bec,b3858b04-e3e0-11e9-9d4e-0ffd5b8eb50e,f,f,,
2305bd08-e460-11e9-814c-e72c92ec2839,903bdefa-e45f-11e9-a4e3-1b1785c89a7e,b385b1a6-e3e0-11e9-9d4f-ff85768d0cc1,f,f,,
2306598e-e460-11e9-814d-5f06f922606d,903bdefb-e45f-11e9-a4e4-83ec1003fd68,b385b1a7-e3e0-11e9-9d50-b7dc25681060,t,f,,
2306f5ba-e460-11e9-814e-c3621a6eafe2,903bdefc-e45f-11e9-a4e5-8fb19615cf37,b385d8ac-e3e0-11e9-9d51-b39872147e7e,f,f,,
23079204-e460-11e9-814f-efcd12ef740d,903c7b2e-e45f-11e9-a4e6-678810c7b92c,b385ffb2-e3e0-11e9-9d52-b3ace8d50a92,f,f,,
23082e58-e460-11e9-8150-77a845151b61,903c7b2f-e45f-11e9-a4e7-97f847199c8a,b38626c2-e3e0-11e9-9d53-738829114b93,t,f,,
2308ca52-e460-11e9-8151-a739f97e4591,903c7b30-e45f-11e9-a4e8-3f3f4240093c,b3864dc8-e3e0-11e9-9d54-b38ddecbe471,f,f,,
23096674-e460-11e9-8152-3f3f131eeb75,903c7b31-e45f-11e9-a4e9-b3bc1889a89b,b3867424-e3e0-11e9-9d55-ab4e8436d042,t,f,,
230a9f08-e460-11e9-8153-1738f7a9a635,903d16ba-e45f-11e9-a4ea-e32d22e1779d,b3869b34-e3e0-11e9-9d56-27aa3b833567,f,f,,
230b3b0c-e460-11e9-8154-a34c64be554e,903d16bb-e45f-11e9-a4eb-c3528dd68591,b386c23a-e3e0-11e9-9d57-53f7a2b3565c,t,f,,
230bd76a-e460-11e9-8155-ef0dc2cba8cc,903d16bc-e45f-11e9-a4ec-43a61f7c7b14,b386e99a-e3e0-11e9-9d58-5b876ec0bae4,t,f,,
230d0fcc-e460-11e9-8156-a33b41d11103,903d16bd-e45f-11e9-a4ed-1be766b385a8,b3871050-e3e0-11e9-9d59-330646a675ee,f,f,,
230dac02-e460-11e9-8157-0f9b961e8fc5,903d16be-e45f-11e9-a4ee-3718ed9eff0f,b387380a-e3e0-11e9-9d5a-07fc08f06fe1,f,f,,
230e4838-e460-11e9-8158-f31d8b597aaf,903db3a4-e45f-11e9-a4ef-4bc9ac17aa56,b3875f10-e3e0-11e9-9d5b-ffe4521c6ea5,f,f,,
230f80d6-e460-11e9-8159-139198a8dc76,903db3a5-e45f-11e9-a4f0-13df3cb450af,b3875f11-e3e0-11e9-9d5c-fb49311e4132,t,f,,
23101cf8-e460-11e9-815a-0b4a344e7b25,903db3a6-e45f-11e9-a4f1-1ba706992643,b3878620-e3e0-11e9-9d5d-6f5dd02b99ae,t,f,,
2310b942-e460-11e9-815b-d34c8bb2ea74,903db3a7-e45f-11e9-a4f2-9b6275344b9c,b387ad26-e3e0-11e9-9d5e-9fcf99f60559,t,f,,
23115578-e460-11e9-815c-ffbff97d8522,903db3a8-e45f-11e9-a4f3-5b1768a5a4e6,b387d42c-e3e0-11e9-9d5f-232edad7bad5,f,f,,
2311f1ae-e460-11e9-815d-9b2e7a51aa0a,903e4fd0-e45f-11e9-a4f4-9b62eb09ef9b,b387fb0a-e3e0-11e9-9d60-ff6b816210f5,t,f,,
2311f1af-e460-11e9-815e-df497f4a7d26,903e4fd1-e45f-11e9-a4f5-9fad69aab68f,b3882210-e3e0-11e9-9d61-1bd6d3db4c0a,f,f,,
23128d94-e460-11e9-815f-1f986efa6bd0,903e4fd2-e45f-11e9-a4f6-7b9be419d0a9,b38848ee-e3e0-11e9-9d62-0f778ba73fca,t,f,,
231329ca-e460-11e9-8160-7ffd8ef0170e,903e4fd3-e45f-11e9-a4f7-032657f4dd23,b38848ef-e3e0-11e9-9d63-3b857dd84913,t,f,,
2313c5f6-e460-11e9-8161-8722e8b2dc4e,903eeb52-e45f-11e9-a4f8-d7c3ac933ea4,b3887030-e3e0-11e9-9d64-0fe52f2e88f2,f,f,,
23146286-e460-11e9-8162-d32309ef8ba9,903eeb53-e45f-11e9-a4f9-8fbf7229063f,b3889736-e3e0-11e9-9d65-7708557a3337,f,f,,
2314febc-e460-11e9-8163-8b53ceb67485,903f8904-e45f-11e9-a4fa-bf9ce99943c4,b388be46-e3e0-11e9-9d66-a3329092b5a8,f,f,,
23159ae8-e460-11e9-8164-eb981a89e458,90402530-e45f-11e9-a4fb-3335b77b8cba,b388e54c-e3e0-11e9-9d67-df57c5d8096b,f,f,,
2316371e-e460-11e9-8165-f7fcc690a089,9040c166-e45f-11e9-a4fc-eb40faf63141,b3890bd0-e3e0-11e9-9d68-03e120afbe36,f,f,,
2316d35e-e460-11e9-8166-f7378083a57d,90415d92-e45f-11e9-a4fd-232eccb57b0f,b3893362-e3e0-11e9-9d69-97b81383afd3,f,f,,
23176f94-e460-11e9-8167-a392bc9c6a9d,9041f9c8-e45f-11e9-a4fe-47d877a9ac36,b3893363-e3e0-11e9-9d6a-97d456381d80,f,f,,
23180b70-e460-11e9-8168-a7cd5d6791c0,904295fe-e45f-11e9-a4ff-db2d5f9ed1aa,b38959dc-e3e0-11e9-9d6b-0baa803039b7,f,f,,
2318a7ce-e460-11e9-8169-1b28558568c5,904295ff-e45f-11e9-a500-4fce0c042c75,b389816e-e3e0-11e9-9d6c-63e81cb6fa60,t,f,,
2319e06c-e460-11e9-816a-9f365e710780,90429600-e45f-11e9-a501-7306f1eef2fa,b389a888-e3e0-11e9-9d6d-03e4312f0149,t,f,,
231a7c70-e460-11e9-816b-eb4b14e4bbe9,90433194-e45f-11e9-a502-a77a9bdc85de,b389cf0c-e3e0-11e9-9d6e-2f64dff9e4f2,t,f,,
231bb4aa-e460-11e9-816c-476a4d0c2653,90433195-e45f-11e9-a503-ebf8b2f2e170,b389f612-e3e0-11e9-9d6f-6789fee51150,t,f,,
231c5108-e460-11e9-816d-4b821f90b57c,90433196-e45f-11e9-a504-7f34c354b277,b38a1d22-e3e0-11e9-9d70-6b3db3bdb6e5,f,f,,
231ced3e-e460-11e9-816e-db596923c68f,90433197-e45f-11e9-a505-47c92f03ab6a,b38a441e-e3e0-11e9-9d71-ab7b68122e8d,t,f,,
231e25aa-e460-11e9-816f-7f5f7d91629a,90433198-e45f-11e9-a506-6b42cc4bdb9d,b38a6b38-e3e0-11e9-9d72-cf60a276d98d,f,f,,
231ec1c2-e460-11e9-8170-d35a3d5b2b5d,9043cdc0-e45f-11e9-a507-635a9b652ccd,b38a92f2-e3e0-11e9-9d73-3fb3006eca88,f,f,,
231f5e20-e460-11e9-8171-c363c34c8a65,9043cdc1-e45f-11e9-a508-d7b51fd2c07d,b38ab99e-e3e0-11e9-9d74-2b918aadcf27,t,f,,
2320979a-e460-11e9-8172-27e005fb2cb9,9043cdc2-e45f-11e9-a509-f31428c10f91,b38ae0fe-e3e0-11e9-9d75-531db5307b14,t,f,,
232132cc-e460-11e9-8173-b7f41035f7d8,9043cdc3-e45f-11e9-a50a-7b0423b4090e,b38b080e-e3e0-11e9-9d76-7b586fbba289,t,f,,
2321d024-e460-11e9-8174-0be787f1def6,9043cdc4-e45f-11e9-a50b-fba794b2b927,b38b080f-e3e0-11e9-9d77-83693889bdcb,f,f,,
23226c50-e460-11e9-8175-b30b2013c1c8,904469f6-e45f-11e9-a50c-237fdb762461,b38b2f14-e3e0-11e9-9d78-371626b0f27b,t,f,,
2323a4b2-e460-11e9-8176-eb9f535ba7f0,904469f7-e45f-11e9-a50d-a3e661f00b38,b38b561a-e3e0-11e9-9d79-331ebd42dc56,t,f,,
232440e8-e460-11e9-8177-8fd66866d750,904469f8-e45f-11e9-a50e-e31a7c4380a6,b38b7d2a-e3e0-11e9-9d7a-2f27044ce4f7,t,f,,
2324dd1e-e460-11e9-8178-dbf8d0e5a13a,904469f9-e45f-11e9-a50f-730468e9dd5a,b38ba430-e3e0-11e9-9d7b-ffb10bcb06c8,f,f,,
2325786e-e460-11e9-8179-2727d9e67b7e,90450636-e45f-11e9-a510-7ff330def55a,b3695376-e3e0-11e9-9c83-d7c841bb1133,f,f,,
23261454-e460-11e9-817a-5f311452ada0,90450637-e45f-11e9-a511-0bcb0c28248c,b36a16b2-e3e0-11e9-9c84-13e2004e09ae,f,f,,
2326b0da-e460-11e9-817b-efa119618880,90450638-e45f-11e9-a512-7f05feaed20a,b36a3e26-e3e0-11e9-9c85-bf0fa99a3aa4,t,f,,
23274cc0-e460-11e9-817c-47e3f875104d,90450639-e45f-11e9-a513-a7ccfd15647d,b36a652c-e3e0-11e9-9c86-37f966a6f4e3,t,f,,
2327e946-e460-11e9-817d-9f228efffb7a,9045063a-e45f-11e9-a514-0727dd7de6d5,b36a8bce-e3e0-11e9-9c87-f777411ee5b1,f,f,,
2328852c-e460-11e9-817e-4fcf1b6ac331,9045a24e-e45f-11e9-a515-2b475789e375,b36ab2d4-e3e0-11e9-9c88-9b232e8539bc,t,f,,
232921a8-e460-11e9-817f-db9dc77b5131,9045a24f-e45f-11e9-a516-276c23e8b852,b36ada48-e3e0-11e9-9c89-2b8d09bb9bb7,f,f,,
2329bece-e460-11e9-8180-d777672e541b,9045a250-e45f-11e9-a517-13f73d74090f,b36b014e-e3e0-11e9-9c8a-a733eca15121,f,f,,
232a5afa-e460-11e9-8181-2b2029e9a14f,9045a251-e45f-11e9-a518-cfbc6e475d10,b36b285e-e3e0-11e9-9c8b-1382f506412a,f,f,,
232af5fa-e460-11e9-8182-fbc5d6e8003a,9045a252-e45f-11e9-a519-4709431e8ed8,b36b285f-e3e0-11e9-9c8c-8f4f1cf91b41,f,f,,
232b937a-e460-11e9-8183-e75036c76384,90463e8e-e45f-11e9-a51a-dbfad60ad3c5,b36b4f0a-e3e0-11e9-9c8d-7b6a55bd5351,f,f,,
232c2fa6-e460-11e9-8184-4ffcd29b2a7e,90463e8f-e45f-11e9-a51b-c33647c9b796,b36b766a-e3e0-11e9-9c8e-a746a85dddde,t,f,,
232ccbd2-e460-11e9-8185-8b9b9141f4d5,90463e90-e45f-11e9-a51c-ffa9d312e548,b36b9d7a-e3e0-11e9-9c8f-d752c1a92162,t,f,,
232ccbd3-e460-11e9-8186-0bb014342c8c,90463e91-e45f-11e9-a51d-3f88e39086c0,b36bc480-e3e0-11e9-9c90-ef9331d385cb,t,f,,
232d6808-e460-11e9-8187-b3417049f060,9046db0a-e45f-11e9-a51e-6367d722308e,b36beb90-e3e0-11e9-9c91-77d3c4e2c799,t,f,,
232e0344-e460-11e9-8188-9f6cf5012f13,9046db0b-e45f-11e9-a51f-179f4d4343ab,b36c1296-e3e0-11e9-9c92-33b172d64e64,f,f,,
232e9f7a-e460-11e9-8189-f79ca2450f2e,9046db0c-e45f-11e9-a520-7f11923a41ee,b36c1297-e3e0-11e9-9c93-bfd9e95f8de7,f,f,,
232f3bb0-e460-11e9-818a-678b6e234461,9046db0d-e45f-11e9-a521-97c61873ebed,b36c399c-e3e0-11e9-9c94-b7911eff49a2,f,f,,
232fd8ea-e460-11e9-818b-03a8ac29df75,9046db0e-e45f-11e9-a522-77ef92db14ae,b36c60ac-e3e0-11e9-9c95-37bd97022481,t,f,,
23307516-e460-11e9-818c-a705239ba5c2,904776fa-e45f-11e9-a523-8f5764645d49,b36c87b2-e3e0-11e9-9c96-e7ec5a1b9cdb,t,f,,
2331114c-e460-11e9-818d-670194eb5484,90481312-e45f-11e9-a524-0f4ed45278bc,b36caec2-e3e0-11e9-9c97-dfe6a01e968f,f,f,,
2331ad82-e460-11e9-818e-3730a3fe8219,9048b010-e45f-11e9-a525-fbba3245881d,b36cd564-e3e0-11e9-9c98-13bd0e38ac22,f,f,,
2331ad83-e460-11e9-818f-53ce89b05d44,90494c46-e45f-11e9-a526-d3118a84cf70,b36cfc74-e3e0-11e9-9c99-f7a592447aea,f,f,,
233249b8-e460-11e9-8190-c3e29b403169,9049e872-e45f-11e9-a527-5304d5256a30,b36cfc75-e3e0-11e9-9c9a-bfa216085ae4,t,f,,
233249b9-e460-11e9-8191-7f83276e8c32,9049e873-e45f-11e9-a528-d31917b80183,b36d238e-e3e0-11e9-9c9b-4fa51586fbbc,f,f,,
233249ba-e460-11e9-8192-4fa71e7dcd4e,904a84a8-e45f-11e9-a529-7b41cd0a851a,b36d4a94-e3e0-11e9-9c9c-67998fdad2d7,f,f,,
233249bb-e460-11e9-8193-57828826a77f,904b1f80-e45f-11e9-a52a-0fd9866aa8f7,b36d71a4-e3e0-11e9-9c9d-8ff408326f50,f,f,,
2332e51c-e460-11e9-8194-377b55ece57a,904b1f81-e45f-11e9-a52b-4fa183768243,b36d98a0-e3e0-11e9-9c9e-ebf95ab5c43d,t,f,,
23338120-e460-11e9-8195-2352423240b0,904b1f82-e45f-11e9-a52c-7f1adc976875,b36dc014-e3e0-11e9-9c9f-7f77517e3b53,f,f,,
23341e5a-e460-11e9-8196-7b00ff5f9992,904b1f83-e45f-11e9-a52d-f35ad59566b7,b36de710-e3e0-11e9-9ca0-f37e6abc7521,f,f,,
23341e5b-e460-11e9-8197-a3a140db0f4d,904b1f84-e45f-11e9-a52e-3bfa7a5fee07,b36e0df8-e3e0-11e9-9ca1-13bda2a1d852,f,f,,
2334b9aa-e460-11e9-8198-e3a96f464498,904bbc74-e45f-11e9-a52f-ab16aa7e7849,b36e34e0-e3e0-11e9-9ca2-3f35df1fda03,t,f,,
233555b8-e460-11e9-8199-574e14666ab2,904bbc75-e45f-11e9-a530-8b87c459983a,b36e34e1-e3e0-11e9-9ca3-c37a5844695f,f,f,,
2335f202-e460-11e9-819a-df675471f147,904bbc76-e45f-11e9-a531-7f5376de997a,b36e5c2c-e3e0-11e9-9ca4-77298bfa7dfc,t,f,,
23368e10-e460-11e9-819b-8b4ec3561d95,904bbc77-e45f-11e9-a532-6be8d26c1bb8,b36e833c-e3e0-11e9-9ca5-439e24576e4e,t,f,,
23372a14-e460-11e9-819c-ab15d789d7d4,904bbc78-e45f-11e9-a533-db28aa55bfda,b36eaa42-e3e0-11e9-9ca6-df756a3740a7,f,f,,
23372a15-e460-11e9-819d-279c78923989,904c58aa-e45f-11e9-a534-f74a5d3acd20,b36ed152-e3e0-11e9-9ca7-4b43fed8ec8d,t,f,,
23372a16-e460-11e9-819e-cf7889279066,904c58ab-e45f-11e9-a535-4f570caba2a5,b36ef862-e3e0-11e9-9ca8-9b6c2ef4040b,f,f,,
23372a17-e460-11e9-819f-cb4ab730ea7b,904c58ac-e45f-11e9-a536-73f41a382cf7,b36f1f5e-e3e0-11e9-9ca9-ffa613bf7971,t,f,,
23372a18-e460-11e9-81a0-b77b573fdc52,904c58ad-e45f-11e9-a537-d7be31ff6af6,b36f466e-e3e0-11e9-9caa-ef9c1f421083,t,f,,
2337c64a-e460-11e9-81a1-ef5de9e7a9ed,904cf4d6-e45f-11e9-a538-ebc3c4216f60,b36f6d74-e3e0-11e9-9cab-77fffe969366,t,f,,
2337c64b-e460-11e9-81a2-b36a24645513,904cf4d7-e45f-11e9-a539-77fe70856c73,b36f9484-e3e0-11e9-9cac-b78a772384d8,f,f,,
2337c64c-e460-11e9-81a3-730f8d6881ee,904cf4d8-e45f-11e9-a53a-e7b9d3725415,b36fbb8a-e3e0-11e9-9cad-7726bbf0d7e9,t,f,,
2337c64d-e460-11e9-81a4-cb6e2856df8f,904cf4d9-e45f-11e9-a53b-776513b623cf,b36fe290-e3e0-11e9-9cae-0319009272b4,f,f,,
23386280-e460-11e9-81a5-1397a55832b6,904d9116-e45f-11e9-a53c-57cf92109971,b37009a0-e3e0-11e9-9caf-7363ccee7534,f,f,,
23386281-e460-11e9-81a6-774487b91bb0,904d9117-e45f-11e9-a53d-4f3aa8b86cd4,b370304c-e3e0-11e9-9cb0-1fd3d4623125,f,f,,
23386282-e460-11e9-81a7-73b52fd59d3f,904d9118-e45f-11e9-a53e-4b45551b490f,b370575c-e3e0-11e9-9cb1-db1110f66f9f,f,f,,
2338ff74-e460-11e9-81a8-0f4b155af1cb,904d9119-e45f-11e9-a53f-73e53509e706,b370575d-e3e0-11e9-9cb2-3b937a3aa998,t,f,,
23399b14-e460-11e9-81a9-83750c48efe5,904d911a-e45f-11e9-a540-5738f9eb9749,b3707e62-e3e0-11e9-9cb3-9f02beb4b00a,t,f,,
233a3880-e460-11e9-81aa-0b41832bc595,904e2d4c-e45f-11e9-a541-1f676ad2627b,b370a572-e3e0-11e9-9cb4-4bb518719a9b,f,f,,
233ad4ac-e460-11e9-81ab-f74f8c0308fd,904e2d4d-e45f-11e9-a542-ebf7250c8d9d,b370cc78-e3e0-11e9-9cb5-8b0857048254,t,f,,
233b70e2-e460-11e9-81ac-afb8ecf14ba4,904e2d4e-e45f-11e9-a543-7f86a097588f,b370f3e2-e3e0-11e9-9cb6-9f1f1558e16d,f,f,,
233b70e3-e460-11e9-81ad-abe1b1a7d686,904e2d4f-e45f-11e9-a544-63247a885092,b3711a8e-e3e0-11e9-9cb7-8f9a2b027c93,t,f,,
233b70e4-e460-11e9-81ae-3bd4e540aacc,904e2d50-e45f-11e9-a545-2bc850c521ee,b37141f8-e3e0-11e9-9cb8-573ba9c1974b,t,f,,
233b70e5-e460-11e9-81af-a7f498bed0ae,904ec978-e45f-11e9-a546-43988fa4d4ee,b3716908-e3e0-11e9-9cb9-ef96a8d05e0f,f,f,,
233c0c3c-e460-11e9-81b0-9f8754f58017,904ec979-e45f-11e9-a547-53b59db534d8,b3718fd2-e3e0-11e9-9cba-dfe03d8327fc,t,f,,
233c0c3d-e460-11e9-81b1-fba5a6966b0a,904ec97a-e45f-11e9-a548-4fe36d9ba5f0,b371b714-e3e0-11e9-9cbb-7fadbe222183,t,f,,
233c0c3e-e460-11e9-81b2-0bd37f9cacd3,904ec97b-e45f-11e9-a549-4338044a7f5c,b371b715-e3e0-11e9-9cbc-7b80f6865e33,f,f,,
233c0c3f-e460-11e9-81b3-7b7829404d35,904f65b8-e45f-11e9-a54a-b734c537ad1c,b371de1a-e3e0-11e9-9cbd-4356ba537fd0,f,f,,
233c0c40-e460-11e9-81b4-cf7aaa2cd2b1,904f65b9-e45f-11e9-a54b-afac930e67d9,b372052a-e3e0-11e9-9cbe-a35f0bb24d43,t,f,,
233ca8a4-e460-11e9-81b5-87f76a3a6a03,90500298-e45f-11e9-a54c-1754fb47d051,b3722c3a-e3e0-11e9-9cbf-a355414c82ea,f,f,,
233d4584-e460-11e9-81b6-9bf0a61b34f7,90509ece-e45f-11e9-a54d-e3a395acfec3,b3725340-e3e0-11e9-9cc0-6bc7cd281090,f,f,,
233de0a2-e460-11e9-81b7-a351525e3b7d,90513b04-e45f-11e9-a54e-1359f4f4d57d,b37279ec-e3e0-11e9-9cc1-9779442afa23,f,f,,
233e7cec-e460-11e9-81b8-f7875e49032b,9051d73a-e45f-11e9-a54f-af73ca351f29,b372a0f2-e3e0-11e9-9cc2-a3ea058316bf,t,f,,
233f18fa-e460-11e9-81b9-dfd62dbb27ac,90527366-e45f-11e9-a550-bf71f6e318ec,b372c88e-e3e0-11e9-9cc3-577b58713547,f,f,,
233fb65c-e460-11e9-81ba-ff6d20916715,90527367-e45f-11e9-a551-2b80d7b7d9c1,b372ef9e-e3e0-11e9-9cc4-876540d24234,f,f,,
23405170-e460-11e9-81bb-0bceca9984c3,90527368-e45f-11e9-a552-0704f5a9f11c,b372ef9f-e3e0-11e9-9cc5-33edc784439d,t,f,,
2340ee32-e460-11e9-81bc-33308a7a82f1,90530ef2-e45f-11e9-a553-930a7f15359f,b373169a-e3e0-11e9-9cc6-c7e47a3daac3,t,f,,
2340ee33-e460-11e9-81bd-b35271010702,90530ef3-e45f-11e9-a554-ff3c1ce9ae43,b3733daa-e3e0-11e9-9cc7-dbf8c9c8909b,f,f,,
2340ee34-e460-11e9-81be-f353f1195bd6,90530ef4-e45f-11e9-a555-af74fb5fd4ac,b3736424-e3e0-11e9-9cc8-335d2b01f1cd,t,f,,
2340ee35-e460-11e9-81bf-8b6be63d9d11,90530ef5-e45f-11e9-a556-f7ecdca045da,b3738b34-e3e0-11e9-9cc9-cbb77779f203,t,f,,
